id1,affil1,affil_tokens_labeled,affil_tokens,total_entities
732,"Department of Computer Sciences, Purdue University, West Lafayette, Indiana",Department of Computer Sciences<ORG>; Purdue University<ORG>; West Lafayette<LOC>; Indiana<LOC>,Department of Computer Sciences; Purdue University; West Lafayette; Indiana,4
8696,"Department of Computer Sciences, Purdue University, West Lafayette, USA",Department of Computer Sciences<ORG>; Purdue University<ORG>; West Lafayette<LOC>; USA<LOC>,Department of Computer Sciences; Purdue University; West Lafayette; USA,4
9388,"Department of Computer Sciences, Purdue University, West Lafayette, USA 47907-2107",Department of Computer Sciences<ORG>; Purdue University<ORG>; West Lafayette<LOC>; USA<LOC>,Department of Computer Sciences; Purdue University; West Lafayette; USA,4
1064,"Department of Computer Sciences, University of Wisconsin-Madison",Department of Computer Sciences<ORG>; University of Wisconsin-Madison<ORG>,Department of Computer Sciences; University of Wisconsin-Madison,2
7910,"Department of Computer Sciences, University of Wisconsin-Madison, 1210 W. Dayton Street, WI 53706, Madison, USA",Department of Computer Sciences<ORG>; University of Wisconsin-Madison<ORG>; W. Dayton Street<PER>; WI 53706<MISC>; Madison<LOC>; USA<LOC>,Department of Computer Sciences; University of Wisconsin-Madison; W. Dayton Street; WI 53706; Madison; USA,6
6851,"Department of Computer Sciences, University of Wisconsin, Madison",Department of Computer Sciences<ORG>; University of Wisconsin<ORG>; Madison<PER>,Department of Computer Sciences; University of Wisconsin; Madison,3
1409,"Department of Computer Sciences, University of Wisconsin, Madison, Madison, WI",Department of Computer Sciences<ORG>; University of Wisconsin<ORG>; Madison<LOC>; WI<ORG>,Department of Computer Sciences; University of Wisconsin; Madison; WI,5
2161,"Department of Computer, Science, Worcester Polytechnic Institute, Worcester, MA","Department of Computer, Science<ORG>; Worcester Polytechnic Institute<ORG>; Worcester<LOC>; MA<LOC>","Department of Computer, Science; Worcester Polytechnic Institute; Worcester; MA",4
7788,"Department of Computing Science, University of Alberta, Alberta, Canada; E-mail: drafiei@cs.ualberta.ca",Department of Computing Science<ORG>; University of Alberta<ORG>; Alberta<LOC>; Canada<LOC>; E-mail<LOC>,Department of Computing Science; University of Alberta; Alberta; Canada; E-mail,5
6727,"Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada",Department of Computing Science<ORG>; University of Alberta<ORG>; Edmonton<LOC>; Alberta<LOC>; Canada<LOC>,Department of Computing Science; University of Alberta; Edmonton; Alberta; Canada,5
7681,"Department of Computing Science, University of Glasgow, Glasgow, G12 8QQ, UK; e-mail: &lcub;ela,mpa,rwi&rcub;&commat;dcs.gla.ac.uk",Department of Computing Science<ORG>; University of Glasgow<ORG>; Glasgow<LOC>; G12 8QQ<MISC>; UK<LOC>,Department of Computing Science; University of Glasgow; Glasgow; G12 8QQ; UK,5
7812,"Department of Computing Science, University of Illinois at Urbana-Champaign, 1304 West Springfield Ave, IL 61801 USA; e-mail: hanj&commat;cs.uiuc.edu",Department of Computing Science<ORG>; University of Illinois<ORG>; Urbana-Champaign<LOC>; West Springfield Ave<LOC>; IL 61801<MISC>; USA<LOC>,Department of Computing Science; University of Illinois; Urbana-Champaign; West Springfield Ave; IL 61801; USA,6
1039,"Department of CS, ETHZ, Zürich, Switzerland",Department of CS<ORG>; ETHZ<LOC>; Zürich<LOC>; Switzerland<LOC>,Department of CS; ETHZ; Zürich; Switzerland,4
8692,"Department of CS, National University of Singapore, Singapore, Singapore",Department of CS<ORG>; National University of Singapore<ORG>; Singapore<LOC>,Department of CS; National University of Singapore; Singapore,4
9681,"Department of CS, Portland State University",Department of CS<ORG>; Portland State University<ORG>,Department of CS; Portland State University,2
7922,"Department of EECS and Laboratory of Computer Science, M.I.T., MA 02139, Cambridge, USA",Department of EECS<ORG>; Laboratory of Computer Science<ORG>; M.I.T.<ORG>; MA 02139<LOC>; Cambridge<LOC>; USA<LOC>,Department of EECS; Laboratory of Computer Science; M.I.T.; MA 02139; Cambridge; USA,6
8083,"Department of EECS and Laboratory of Computer Science, Massachussetts Institute of Technology, USA",Department of EECS<ORG>; Laboratory of Computer Science<ORG>; Massachussetts Institute of Technology<ORG>; USA<LOC>,Department of EECS; Laboratory of Computer Science; Massachussetts Institute of Technology; USA,4
532,"Department of EECS, University of Michigan",Department of EECS<ORG>; University of Michigan<ORG>,Department of EECS; University of Michigan,2
1720,"Department of EECS, University of Michigan, Ann Arbor, MI",Department of EECS<ORG>; University of Michigan<ORG>; Ann Arbor<LOC>; MI<LOC>,Department of EECS; University of Michigan; Ann Arbor; MI,4
8661,"Department of EECS, University of Michigan, Ann Arbor, USA",Department of EECS<ORG>; University of Michigan<ORG>; Ann Arbor<LOC>; USA<LOC>,Department of EECS; University of Michigan; Ann Arbor; USA,4
8701,"Department of EECS, University of Michigan, Ann Arbor, USA 48109",Department of EECS<ORG>; University of Michigan<ORG>; Ann Arbor<LOC>; USA<LOC>,Department of EECS; University of Michigan; Ann Arbor; USA,4
1322,"Department of Electrical and Computer Engineering and Department of Computer Science, Univerity of Toronto, Ontario, Canada",Department of Electrical and Computer Engineering and Department of Computer Science<ORG>; Univerity of Toronto<ORG>; Ontario<LOC>; Canada<LOC>,Department of Electrical and Computer Engineering and Department of Computer Science; Univerity of Toronto; Ontario; Canada,4
1659,"Department of Electrical and Computer Engineering and Department of Computer Science, University of Toronto, Canada",Department of Electrical and Computer Engineering and Department of Computer Science<ORG>; University of Toronto<ORG>; Canada<LOC>,Department of Electrical and Computer Engineering and Department of Computer Science; University of Toronto; Canada,3
8354,"Department of Electrical and Computer Engineering, Carnegie Mellon University, USA",Department of Electrical and Computer Engineering<ORG>; Carnegie Mellon University<ORG>; USA<LOC>,Department of Electrical and Computer Engineering; Carnegie Mellon University; USA,3
9294,"Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, USA 44106",Department of Electrical Engineering and Computer Science<ORG>; Case Western Reserve University<ORG>; Cleveland<ORG>; USA<LOC>,Department of Electrical Engineering and Computer Science; Case Western Reserve University; Cleveland; USA,4
8363,"Department of Electrical Engineering and Computer Science, Northwestern University, USA",Department of Electrical Engineering and Computer Science<ORG>; Northwestern University<ORG>; USA<LOC>,Department of Electrical Engineering and Computer Science; Northwestern University; USA,3
6799,"Department of Electrical Engineering and Computer Science, University of Michigan",Department of Electrical Engineering and Computer Science<ORG>; University of Michigan<ORG>,Department of Electrical Engineering and Computer Science; University of Michigan,2
1117,"Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI",Department of Electrical Engineering and Computer Science<ORG>; University of Michigan<ORG>; Ann Arbor<LOC>; MI<LOC>,Department of Electrical Engineering and Computer Science; University of Michigan; Ann Arbor; MI,4
7925,"Department of Electrical Engineering and Computer Sciences, University of California at Berkeley, CA 94720, Berkeley, USA",Department of Electrical Engineering and Computer Sciences<ORG>; University of California at Berkeley<ORG>; CA 94720<LOC>; Berkeley<ORG>; USA<LOC>,Department of Electrical Engineering and Computer Sciences; University of California at Berkeley; CA 94720; Berkeley; USA,5
8505,"Department of Electrical Engineering, National Taiwan University, ROC",Department of Electrical Engineering<ORG>; National Taiwan University<ORG>; ROC<ORG>,Department of Electrical Engineering; National Taiwan University; ROC,3
8732,"Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan, ROC",Department of Electrical Engineering<ORG>; National Taiwan University<ORG>; Taipei<LOC>; Taiwan<LOC>; ROC<LOC>,Department of Electrical Engineering; National Taiwan University; Taipei; Taiwan; ROC,5
7741,"Department of Electronic and Computer Engineering, National Technical University of Athens, Hellas, Greece; e-mail: timos@cs.ntua.gr",Department of Electronic and Computer Engineering<ORG>; National Technical University of Athens<ORG>; Hellas<LOC>; Greece<LOC>,Department of Electronic and Computer Engineering; National Technical University of Athens; Hellas; Greece,4
920,"Department of Electronic Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan and Institute of Information Science, Academia Sinica, Taipei, Taiwan",Department of Electronic Engineering<ORG>; National Taiwan University of Science and Technology<ORG>; Taipei<LOC>; Taiwan<LOC>; Institute of Information Science<ORG>; Academia Sinica<ORG>,Department of Electronic Engineering; National Taiwan University of Science and Technology; Taipei; Taiwan; Institute of Information Science; Academia Sinica,8
8742,"Department of Informatics and Telecommunications, University of Athens, Athens, Greece",Department of Informatics and Telecommunications<ORG>; University of Athens<ORG>; Athens<LOC>; Greece<LOC>,Department of Informatics and Telecommunications; University of Athens; Athens; Greece,4
7807,"Department of Informatics, Aristotle University of Thessaloniki, Greece; e-mail: &lcub;alex,manolopo&rcub;&commat;delab.csd.auth.gr",Department of Informatics<ORG>; Aristotle University of Thessaloniki<ORG>; Greece<LOC>,Department of Informatics; Aristotle University of Thessaloniki; Greece,3
7742,"Department of Informatics, Athens University of Economics and Business, Hellas, Greece; e-mail: mvazirg@aueb.gr",Department of Informatics<ORG>; Athens University of Economics and Business<ORG>; Hellas<LOC>; Greece<LOC>; mvazirg@aueb.gr<MISC>,Department of Informatics; Athens University of Economics and Business; Hellas; Greece; mvazirg@aueb.gr,5
8387,"Department of Information and Communication Technology, University of Trento, Italy",Department of Information and Communication Technology<ORG>; University of Trento<ORG>; Italy<LOC>,Department of Information and Communication Technology; University of Trento; Italy,3
9344,"Department of Information and Computer Engineering, Chung Yuan Christian University, Chung Li, Taiwan, ROC",Department of Information and Computer Engineering<ORG>; Yuan Christian University<ORG>; Chung Li<ORG>; Taiwan<LOC>; ROC<LOC>,Department of Information and Computer Engineering; Yuan Christian University; Chung Li; Taiwan; ROC,5
6779,"Department of Information and Computer Science, University of California, Irvine, California",Department of Information and Computer Science<ORG>; University of California<ORG>; Irvine<LOC>; California<LOC>,Department of Information and Computer Science; University of California; Irvine; California,4
7785,"Department of Information and Software Engineering, George Mason University, Fairfax, Virginia, USA; E-mail: xywang@gmu.edu",Department of Information and Software Engineering<ORG>; George Mason University<PER>; Fairfax<LOC>; Virginia<LOC>; USA<LOC>; E-mail<MISC>; xywang@gmu.edu<MISC>,Department of Information and Software Engineering; George Mason University; Fairfax; Virginia; USA; E-mail; xywang@gmu.edu,7
8153,"Department of Information and Software Engineering, George Mason University, USA",Department of Information and Software Engineering<ORG>; George Mason University<PER>; USA<LOC>,Department of Information and Software Engineering; George Mason University; USA,3
8691,"Department of Information Management, National Sun Yat-Sen University, Kaohsiung, Taiwan",Department of Information Management<ORG>; National Sun Yat-Sen University<ORG>; Kaohsiung<ORG>; Taiwan<LOC>,Department of Information Management; National Sun Yat-Sen University; Kaohsiung; Taiwan,4
